transaction_amount,transaction_type,account_age_days,previous_failed_transactions,transaction_hour,location_risk_score,device_risk_score,is_international,average_daily_transaction_amount,fraud
418.59,purchase,1178,0,2,14.13,57.37,0,216.88,0
466.83,purchase,1442,0,15,68.02,47.73,0,549.57,0
381.36,payment,867,0,18,28.73,47.31,0,529.33,0
1557.14,payment,815,0,10,85.94,41.63,1,323.29,1
289.33,payment,779,0,2,40.64,26.83,0,260.22,0
300.87,deposit,492,0,3,38.21,56.8,0,141.42,0
169.05,transfer,1285,1,9,24.13,50.36,0,175.61,0
184.35,purchase,1544,0,11,7.57,44.42,0,136.16,0
771.2,withdrawal,634,1,18,2.56,36.37,0,419.79,0
315.88,withdrawal,1015,0,16,32.62,20.81,0,142.51,0
275.39,payment,1164,1,6,37.47,10.85,0,215.6,0
55.67,deposit,694,1,16,43.92,15.86,0,99.07,0
504.73,payment,1716,0,2,46.33,12.85,0,119.73,0
1684.64,withdrawal,1024,0,4,76.81,10.17,0,355.66,0
585.75,withdrawal,435,1,18,29.62,51.82,0,301.29,0
273.46,withdrawal,1477,1,21,28.78,18.5,0,264.49,0
462.52,deposit,247,1,16,35.13,38.47,1,217.45,0
288.84,payment,883,1,10,48.35,56.56,0,111.98,0
332.53,transfer,752,2,21,66.16,45.26,0,204.04,0
241.72,transfer,1241,1,8,10.8,38.15,0,242.31,0
1003.99,transfer,706,0,15,10.81,16.97,0,344.93,0
205.39,payment,1666,1,16,8.38,39.81,0,409.49,0
634.14,payment,1501,1,1,59.34,14.34,0,360.63,0
487.19,payment,1770,0,23,18.25,10.72,0,300.48,0
620.42,payment,2152,1,15,38.84,22.57,1,262.65,0
4233.33,transfer,1156,1,5,20.91,28.48,1,287.22,1
698.56,withdrawal,921,0,19,58.04,20.1,0,197.69,0
1028.03,withdrawal,692,0,9,47.62,77.98,0,272.92,0
1876.85,transfer,1207,0,2,45.31,35.26,1,241.67,0
3405.1,transfer,2125,1,16,46.27,30.69,0,648.42,0
579.54,payment,420,2,3,36.29,76.39,0,290.5,0
326.82,withdrawal,494,0,14,59.08,63.11,1,86.01,1
321.84,payment,1064,0,16,41.6,11.17,0,212.09,0
1979.73,payment,432,0,3,75.86,50.36,0,229.57,1
1055.73,transfer,422,0,18,10.33,38.55,0,382.29,0
1885.84,transfer,1567,0,10,22.99,68.35,0,307.14,1
606.23,payment,1453,2,8,18.22,36.59,1,300.21,0
2728.95,withdrawal,675,1,2,35.14,23.24,0,458.57,0
4251.72,withdrawal,538,1,17,4.79,32.18,1,530.44,0
1313.17,purchase,1802,3,3,60.37,28.02,0,355.43,0
691.21,withdrawal,558,1,4,24.01,70.93,0,219.66,1
303.49,withdrawal,473,0,6,26.82,5.14,0,222.74,0
81.28,payment,568,0,10,47.42,36.45,0,37.65,0
922.52,purchase,1115,0,21,40.05,32.41,0,432.34,0
340.41,transfer,2291,0,17,33.12,79.37,0,222.42,0
272.93,transfer,697,0,17,17.82,19.29,0,254.59,0
1300.72,withdrawal,1558,0,4,35.81,27.55,0,209.97,0
1134.75,transfer,977,3,15,59.9,30.79,1,154.65,0
3220.89,transfer,317,1,8,22.08,84.38,0,625.29,1
854.39,purchase,708,0,11,23.62,11.62,0,255.38,0
748.23,purchase,1460,0,15,41.59,32.71,0,487.73,0
257.82,deposit,1425,0,3,39.81,23.39,0,223.82,0
913.41,transfer,659,1,8,22.44,30.21,0,193.18,0
709.36,transfer,1282,1,9,18.49,48.08,0,342.06,0
1529.52,purchase,874,0,20,17.82,65.21,0,408.7,0
858.1,payment,1095,0,23,41.14,48.37,0,420.43,0
1337.4,purchase,1598,0,22,56.25,40.55,0,240.82,0
467.42,transfer,672,2,12,31.77,45.91,0,357.93,0
724.92,payment,769,1,15,35.09,57.06,0,203.1,0
159.77,payment,1612,0,17,26.57,26.53,0,271.34,0
326.12,purchase,2179,0,18,42.21,22.8,0,230.21,0
332.72,payment,1378,0,16,53.26,54.13,0,214.29,0
306.01,payment,1064,1,21,32.58,61.19,0,276.45,0
550.68,transfer,1372,0,9,22.23,39.68,1,152.66,0
417.66,payment,706,1,16,41.29,55.98,0,393.82,0
276.49,payment,951,0,14,19.67,61.49,0,214.69,0
888.77,purchase,420,0,18,26.62,26.27,1,385.55,0
347.21,payment,714,0,22,9.14,33.14,0,168.32,0
392.69,purchase,1126,0,1,16.28,34.68,0,214.35,0
543.9,purchase,1015,0,20,29.95,44.23,1,152.41,0
193.14,transfer,263,0,19,15.72,34.92,0,149.64,0
278.14,payment,825,0,20,10.59,63.35,0,179.04,0
168.72,withdrawal,1006,1,6,38.7,29.65,0,169.57,0
467.43,payment,1024,1,13,16.76,11.51,0,153.04,0
1226.76,transfer,467,0,1,37.71,7.41,0,263.0,0
296.86,deposit,1293,1,1,25.28,53.04,0,339.09,0
1011.23,deposit,2035,1,14,38.27,23.12,0,346.97,0
304.01,purchase,1365,0,23,40.49,36.9,0,107.65,0
1025.8,payment,951,1,5,52.2,37.61,1,229.54,0
1465.41,withdrawal,1822,2,18,9.2,48.27,0,219.13,0
1231.6,purchase,707,1,1,35.32,59.53,0,462.22,1
424.45,transfer,1216,1,1,75.59,42.86,0,233.61,0
825.92,withdrawal,904,2,14,24.93,17.88,0,253.1,0
226.68,payment,1831,0,6,38.93,41.14,0,127.46,0
1331.98,payment,579,2,2,34.88,44.04,0,176.82,1
330.33,transfer,578,1,21,31.74,68.01,0,123.57,1
225.46,payment,1629,0,21,10.77,13.51,0,270.64,0
711.41,payment,1176,1,0,49.32,59.14,0,468.78,0
966.04,purchase,1690,0,23,13.61,28.57,1,179.73,0
384.16,deposit,607,1,0,89.16,9.05,0,234.46,0
232.67,withdrawal,663,0,17,9.03,32.7,1,170.08,0
198.79,purchase,1082,0,18,39.1,65.71,0,195.62,0
292.42,deposit,429,0,6,43.17,50.85,0,273.2,0
1442.46,payment,1047,0,3,12.83,26.2,0,566.16,0
505.45,transfer,763,0,13,64.08,43.38,1,458.46,0
668.07,transfer,902,2,21,35.4,49.75,0,518.14,0
2937.12,payment,1289,0,0,56.97,39.78,1,387.08,1
329.31,purchase,1320,0,20,31.1,51.47,1,233.05,0
720.86,transfer,1988,2,14,45.71,53.29,0,218.58,0
540.34,transfer,1515,0,23,30.61,22.51,0,180.24,0
84.25,payment,322,1,6,17.25,33.01,0,66.21,0
455.72,payment,603,0,15,36.44,61.88,0,231.35,0
1026.26,purchase,629,1,10,26.87,21.16,0,471.75,0
720.67,payment,1444,0,15,11.3,65.33,0,469.36,0
573.5,payment,1856,0,4,25.43,30.69,0,659.87,0
829.03,payment,500,1,11,18.2,35.76,0,282.33,0
1037.79,transfer,1461,0,23,13.68,40.57,0,141.35,0
341.48,withdrawal,952,1,20,13.0,57.92,0,329.18,0
3036.88,transfer,315,3,4,34.39,36.02,0,568.93,1
1191.28,payment,889,0,1,50.76,71.69,0,499.35,0
236.29,payment,702,0,10,48.88,34.03,0,207.13,0
1485.27,purchase,831,2,5,62.49,46.73,1,147.9,0
263.62,withdrawal,1050,1,6,27.58,11.54,0,145.89,0
1764.78,withdrawal,742,0,4,79.19,65.48,1,185.68,1
481.39,withdrawal,1149,0,12,16.41,67.55,0,198.92,0
1793.6,purchase,891,1,2,54.19,57.67,0,225.1,1
1369.21,payment,844,1,21,16.01,39.29,1,348.59,0
1773.19,transfer,1249,0,0,31.15,73.07,1,221.56,1
898.77,transfer,1097,0,3,57.55,18.0,0,265.81,0
282.31,transfer,271,0,13,50.73,61.91,0,119.29,0
1155.93,purchase,1172,0,3,58.81,26.84,1,180.35,0
385.87,transfer,1068,1,12,23.16,25.0,0,176.45,0
161.29,purchase,1560,1,1,33.55,40.0,0,109.29,0
356.68,purchase,1088,1,20,35.8,81.3,0,219.0,0
547.72,transfer,808,0,14,45.92,30.36,0,119.73,0
325.86,purchase,688,2,7,25.24,71.72,0,211.91,0
500.55,withdrawal,390,1,14,35.94,42.57,0,275.14,1
232.14,purchase,946,0,12,17.94,25.0,0,475.34,0
354.12,transfer,632,0,19,50.74,61.68,1,172.22,0
294.62,transfer,1668,0,17,24.43,40.04,0,271.69,0
351.17,transfer,965,1,20,38.64,27.23,0,191.74,0
141.22,payment,546,2,20,52.37,29.01,0,116.43,1
2015.87,transfer,334,0,2,51.65,37.34,0,477.8,0
383.11,purchase,401,0,18,43.32,15.69,0,280.79,0
1127.7,withdrawal,1127,0,21,47.26,29.13,0,321.69,0
2769.63,payment,1756,0,4,57.1,16.11,0,512.55,0
1174.39,transfer,1235,0,19,43.13,25.59,0,211.42,0
80.95,payment,900,1,14,28.78,35.97,0,137.84,0
337.55,payment,2199,0,15,54.68,73.36,0,171.05,0
113.27,deposit,1359,0,17,33.44,13.63,0,131.66,0
1380.35,transfer,1093,2,8,25.11,54.94,0,419.02,0
590.92,payment,798,1,21,32.19,50.07,0,578.9,0
542.96,withdrawal,1797,0,17,54.37,21.02,0,273.8,0
416.43,payment,835,1,10,45.87,39.56,0,352.97,0
795.61,payment,631,1,14,48.03,50.9,0,394.34,0
2503.56,purchase,918,1,22,43.36,32.97,0,527.88,1
349.42,withdrawal,1006,1,8,43.78,33.77,0,568.01,0
84.52,deposit,1413,1,21,38.33,32.89,0,96.35,0
1893.98,withdrawal,624,1,0,56.46,37.0,0,194.3,0
866.52,transfer,682,0,19,22.45,6.73,0,259.86,0
401.88,purchase,700,1,14,69.19,47.68,0,183.25,0
178.18,purchase,896,1,17,20.76,22.89,0,227.74,0
269.68,purchase,552,1,13,24.17,28.63,0,312.39,0
87.78,deposit,1658,1,11,52.55,13.04,0,75.85,0
653.41,purchase,404,0,3,59.79,22.36,0,308.6,0
638.51,purchase,1821,0,5,35.18,78.62,0,388.64,0
604.87,payment,1348,1,21,30.04,52.59,1,262.51,0
355.93,purchase,605,0,9,39.93,24.18,0,69.96,0
1280.04,transfer,861,0,3,76.26,8.71,0,219.01,0
1527.37,withdrawal,654,1,3,51.11,25.56,1,298.77,0
2248.5,withdrawal,1359,1,6,55.83,78.13,0,400.99,1
296.79,deposit,1734,0,17,35.58,36.03,0,375.41,0
669.0,deposit,3104,0,8,15.03,27.24,0,246.43,0
428.68,payment,1199,1,10,22.11,27.22,0,188.35,0
73.52,purchase,410,1,16,23.34,63.26,0,251.69,0
125.99,purchase,582,1,14,30.19,64.39,1,104.02,0
811.57,transfer,1171,0,1,33.0,66.13,0,197.03,1
805.35,payment,879,2,9,14.62,52.97,0,433.93,0
998.58,payment,1340,1,16,30.73,23.07,1,251.34,0
2144.95,purchase,1102,1,17,48.7,50.34,1,304.48,0
219.09,transfer,609,2,9,2.12,18.92,0,128.9,0
602.29,deposit,813,2,5,96.53,58.24,0,399.77,0
785.03,transfer,1370,0,4,47.3,26.76,0,240.68,0
348.47,deposit,1131,1,2,27.01,43.66,1,299.85,0
1659.89,transfer,1347,0,2,44.69,56.46,0,329.3,1
2301.24,purchase,482,2,23,29.1,39.81,0,393.22,0
2619.96,payment,631,1,9,37.65,33.3,1,279.42,0
363.57,withdrawal,1603,0,7,47.56,43.42,0,243.27,0
246.08,purchase,492,0,10,42.93,25.38,0,143.28,0
59.19,deposit,1310,0,12,19.62,35.14,0,122.99,0
1348.34,purchase,463,1,3,76.41,60.77,0,276.89,0
285.79,payment,998,0,21,24.88,44.95,0,300.73,0
539.72,transfer,756,1,11,5.0,44.71,0,323.04,0
400.42,payment,605,1,13,71.18,30.42,0,172.73,0
236.84,payment,1036,4,12,18.94,63.92,0,197.89,0
1457.77,withdrawal,1566,0,22,35.59,17.78,0,274.65,0
428.61,purchase,674,0,23,70.39,27.82,0,209.58,0
2365.31,purchase,297,0,3,35.67,50.98,0,684.78,0
765.64,purchase,891,0,17,57.02,40.79,1,195.92,0
1577.56,purchase,602,1,3,52.55,77.83,0,310.01,1
798.26,purchase,1383,1,0,48.81,16.28,0,370.37,0
868.62,payment,755,0,13,17.68,63.19,0,380.53,0
298.72,payment,687,3,11,30.94,40.39,0,207.88,0
691.75,withdrawal,796,1,11,27.68,17.26,0,330.02,0
545.71,purchase,1566,1,0,39.25,36.17,0,311.89,0
1200.33,payment,1158,0,15,27.3,55.39,0,336.37,0
867.78,transfer,558,0,12,35.82,53.3,0,273.01,0
1645.42,withdrawal,481,2,1,34.42,30.0,1,371.56,0
870.48,payment,1810,1,8,22.5,32.48,1,287.72,0
3195.93,transfer,678,1,3,48.38,47.25,1,134.86,1
247.48,purchase,1588,2,21,39.8,51.11,0,283.85,0
569.78,withdrawal,874,0,17,59.55,32.95,1,298.91,0
1568.27,payment,636,2,11,5.26,63.91,1,360.0,0
1574.2,purchase,660,2,2,56.83,50.04,1,277.04,1
4850.39,transfer,894,0,20,35.15,23.79,1,533.63,1
425.49,purchase,289,1,8,40.92,55.25,0,247.18,0
455.19,payment,646,1,14,6.57,50.02,1,202.9,0
893.54,withdrawal,2114,1,17,64.82,16.66,0,459.08,0
980.51,transfer,2406,1,9,29.14,30.03,0,244.1,0
1067.33,payment,680,1,23,36.0,52.31,0,265.53,0
607.69,purchase,1278,1,5,25.49,61.17,0,298.97,0
320.36,payment,1143,1,8,20.72,30.53,0,287.82,0
1730.85,payment,516,0,4,28.69,13.4,1,335.18,0
2205.02,transfer,1288,0,8,51.56,32.76,0,350.62,0
396.94,purchase,787,0,19,56.01,9.28,0,194.47,0
761.98,purchase,979,1,11,22.89,41.84,0,149.2,0
149.97,deposit,1408,0,21,27.07,37.27,0,157.89,0
918.37,payment,813,0,21,30.08,30.29,0,436.59,0
627.1,transfer,808,0,7,29.26,38.55,0,234.96,0
1470.36,payment,1223,0,19,17.67,40.56,0,368.9,0
1026.56,withdrawal,1610,0,11,11.71,12.52,1,354.85,0
583.5,deposit,1191,1,10,53.7,36.22,0,265.51,0
221.51,purchase,828,0,6,21.21,40.74,0,171.5,0
759.32,withdrawal,1531,1,1,60.65,30.8,0,358.68,0
1432.74,transfer,1121,1,10,13.93,32.57,0,261.43,0
193.1,purchase,1770,0,16,20.65,58.53,0,144.6,0
797.21,transfer,1989,1,20,39.78,66.97,1,210.4,0
102.48,payment,1181,2,9,29.22,33.54,0,117.98,0
1565.57,transfer,1711,0,3,36.63,40.01,0,215.02,0
441.77,payment,1735,1,11,57.34,29.69,1,271.73,0
185.85,payment,917,0,6,12.34,59.16,0,248.96,0
1441.57,payment,1735,1,22,28.27,15.09,0,235.54,0
685.24,transfer,1001,0,16,35.11,57.82,0,270.47,0
503.53,withdrawal,1346,0,21,42.38,36.82,0,326.24,0
611.57,transfer,954,1,7,49.86,15.59,1,381.95,0
1333.31,transfer,439,2,10,23.69,68.47,0,404.74,0
969.84,deposit,2256,0,1,43.0,74.52,0,184.27,0
1303.1,purchase,1321,0,3,43.18,42.53,0,422.37,0
234.12,transfer,1375,0,8,52.82,27.44,0,261.61,0
551.64,payment,1047,0,9,19.87,19.97,0,223.77,0
279.92,purchase,1729,0,16,50.7,31.07,0,160.21,0
238.82,payment,168,1,5,31.52,42.47,1,66.86,0
877.7,payment,907,2,23,12.94,75.3,0,316.2,0
220.75,purchase,936,2,18,17.74,30.96,0,310.81,0
669.21,transfer,561,1,21,44.29,38.03,0,201.59,0
248.85,purchase,1099,0,7,23.45,43.41,0,204.35,0
1547.95,withdrawal,1688,1,13,13.96,20.77,1,244.83,0
572.55,withdrawal,913,0,12,21.11,78.72,0,222.0,0
296.57,payment,522,2,18,21.45,35.82,0,180.33,0
283.45,payment,1524,0,20,36.24,13.14,0,151.77,0
996.8,payment,1228,0,13,32.46,39.82,0,424.46,0
867.48,payment,2130,1,23,45.7,25.46,1,209.9,0
835.66,purchase,661,0,11,45.74,56.54,0,310.03,0
307.48,payment,1323,1,6,21.49,28.97,1,337.03,0
877.48,withdrawal,510,0,4,18.61,18.34,0,316.89,0
1058.23,purchase,966,2,9,25.09,51.87,0,345.1,0
517.43,purchase,1056,1,7,40.39,43.55,0,315.32,0
562.33,transfer,413,0,4,36.83,21.5,0,192.77,0
383.97,transfer,1630,0,10,18.54,41.12,0,227.74,0
235.65,deposit,1424,0,6,31.33,22.64,0,419.41,0
2582.62,withdrawal,1228,1,23,45.33,46.22,0,207.09,0
356.03,purchase,528,0,7,47.91,32.51,1,261.78,0
229.28,purchase,694,1,14,45.89,14.4,0,326.88,0
266.2,purchase,1502,0,18,31.99,38.81,0,486.54,0
3881.05,payment,962,0,22,22.02,6.48,1,402.92,0
261.19,withdrawal,871,1,16,44.89,18.85,0,168.26,0
616.94,payment,1710,0,6,35.72,21.78,0,305.66,0
993.96,withdrawal,1037,1,13,55.29,8.25,1,290.14,0
841.22,deposit,552,1,1,61.13,47.5,0,228.64,0
632.64,transfer,1493,1,6,27.7,34.69,0,265.23,0
1291.35,transfer,515,1,23,45.73,52.58,1,191.89,0
2606.96,payment,966,0,0,26.83,12.39,1,242.83,1
248.91,deposit,1107,1,7,14.15,77.27,0,207.98,0
538.06,payment,1347,0,1,60.1,40.03,0,274.19,0
735.92,payment,455,1,12,49.35,54.98,0,224.82,0
842.63,payment,262,0,18,15.78,17.05,0,502.98,0
215.85,payment,268,0,1,22.67,47.66,0,278.25,0
1627.1,transfer,1811,0,3,12.35,25.02,1,254.8,0
494.42,transfer,414,1,20,66.71,12.26,0,237.01,0
733.26,payment,2029,0,6,40.85,29.21,0,225.1,0
421.69,payment,1568,0,0,28.91,19.51,0,144.62,0
584.27,payment,602,0,2,45.51,34.36,0,368.51,0
523.35,transfer,316,0,21,19.25,23.71,0,459.37,0
476.87,payment,1001,0,22,8.33,34.23,0,206.53,0
7412.8,withdrawal,748,1,3,34.56,28.47,1,418.45,1
3126.38,payment,1724,1,6,85.46,40.18,0,681.65,0
810.52,payment,1101,0,4,52.54,35.83,0,569.67,0
1099.76,transfer,971,0,11,42.86,16.77,0,450.38,0
251.35,transfer,873,0,19,14.63,28.55,0,153.3,0
213.89,payment,1345,1,18,25.23,50.44,0,152.46,0
375.76,payment,929,1,9,62.67,43.72,0,344.36,0
164.41,purchase,2219,0,16,37.16,34.33,0,262.94,0
147.74,payment,406,2,6,15.65,20.25,0,93.19,0
418.66,transfer,828,0,21,57.41,26.3,0,217.38,0
1169.83,transfer,1255,0,14,46.41,20.27,0,337.7,0
826.26,transfer,1178,0,22,11.48,29.36,0,244.41,0
1463.78,transfer,2216,1,6,20.7,48.12,0,263.51,0
855.35,purchase,667,1,22,57.94,32.93,0,152.35,0
842.8,purchase,190,1,6,26.33,19.86,0,216.12,0
352.92,payment,1512,1,16,59.09,51.33,0,345.0,0
1264.15,payment,1077,0,1,75.07,49.09,0,211.35,0
1454.87,payment,1518,0,5,38.91,63.99,0,433.22,0
788.29,transfer,1151,0,12,30.95,23.42,0,266.18,0
470.42,withdrawal,240,0,12,6.12,7.29,0,315.68,0
1202.74,payment,1186,2,3,40.07,32.78,0,341.59,0
1000.04,transfer,665,0,0,29.12,30.46,0,335.64,0
352.48,deposit,828,1,20,26.82,28.52,0,166.01,0
389.93,payment,913,0,5,57.53,58.81,0,179.72,0
498.55,transfer,515,1,18,19.38,32.15,1,92.3,0
844.29,purchase,653,0,4,26.45,52.06,0,227.38,0
205.79,payment,1388,1,6,33.54,27.54,0,173.5,0
1372.89,payment,1387,0,0,47.09,28.51,0,208.49,0
259.41,payment,380,0,12,26.1,12.38,0,237.94,0
479.38,purchase,1083,1,12,56.3,12.35,1,281.58,0
665.4,payment,1460,0,13,19.78,27.56,0,246.05,0
258.92,payment,1030,0,17,40.38,10.34,0,244.03,0
1787.9,payment,1113,0,15,33.42,43.35,1,304.78,1
1244.17,payment,396,0,4,42.85,50.09,0,258.42,0
2492.48,withdrawal,1693,3,10,63.89,52.44,0,380.31,1
1928.92,payment,540,0,1,54.3,65.3,1,258.78,1
739.52,withdrawal,807,0,15,24.97,34.87,0,487.86,0
558.44,withdrawal,1466,0,9,28.57,14.81,1,162.92,0
555.78,purchase,1971,0,4,45.44,54.92,0,225.57,0
573.06,payment,840,1,21,15.81,41.05,1,193.49,0
951.88,purchase,2477,1,11,46.79,66.18,1,286.37,0
398.4,withdrawal,1048,0,1,55.63,38.85,0,162.87,0
655.07,payment,991,1,2,34.88,72.4,0,382.79,1
739.11,purchase,581,0,6,19.78,34.35,1,129.49,0
482.8,purchase,816,0,22,34.02,46.66,0,177.25,0
555.41,payment,1092,0,2,38.65,16.03,1,133.89,0
238.97,purchase,1263,0,9,40.08,29.55,0,239.34,0
404.16,transfer,1235,3,9,14.6,39.98,0,281.22,0
401.51,withdrawal,773,0,14,47.36,21.49,0,120.32,0
265.82,deposit,1803,1,14,23.52,30.45,0,219.33,0
551.84,transfer,1007,0,11,58.89,9.52,0,402.45,0
733.33,purchase,975,1,19,23.56,54.63,0,453.0,0
1168.59,payment,560,0,0,46.37,19.56,0,356.9,0
265.64,purchase,1324,1,9,12.33,54.94,0,74.68,0
361.77,withdrawal,948,0,1,39.82,39.9,0,270.13,0
1084.28,payment,846,0,7,33.13,22.5,0,422.88,0
424.2,transfer,469,1,6,37.36,58.44,0,209.5,0
668.0,payment,480,0,21,55.4,30.87,0,145.79,0
1354.65,payment,1147,0,16,9.46,33.55,0,409.04,0
3896.28,payment,1929,0,5,63.06,26.44,0,435.24,1
474.53,transfer,878,0,15,39.2,32.61,0,257.59,0
90.96,payment,876,0,19,9.6,14.71,0,146.43,0
340.25,payment,1332,0,4,78.38,50.28,0,113.02,0
250.94,purchase,1664,0,13,34.59,25.79,0,299.02,0
272.86,purchase,738,0,11,27.71,51.81,0,194.23,0
541.24,purchase,565,0,21,57.5,82.2,1,250.49,1
278.69,payment,936,1,8,5.47,60.39,0,238.77,0
827.07,purchase,1227,0,16,48.07,38.26,1,172.94,0
222.09,withdrawal,269,0,13,9.46,47.57,0,110.05,0
171.07,payment,789,1,7,33.92,30.16,0,211.99,0
835.19,payment,890,1,8,36.26,47.15,1,274.77,0
466.81,withdrawal,833,0,20,21.54,16.54,1,280.43,0
542.15,payment,445,0,21,12.55,63.02,0,188.62,0
1648.49,transfer,790,1,6,20.96,43.92,0,431.36,0
247.35,deposit,897,0,11,39.78,35.31,0,153.3,0
615.24,payment,612,0,3,56.77,15.58,0,65.32,0
481.98,payment,1096,0,10,13.64,38.75,0,388.62,0
1747.96,deposit,1424,1,20,13.83,46.26,1,270.93,0
1323.77,withdrawal,1449,0,16,30.88,18.49,1,212.83,0
637.49,payment,687,1,11,15.92,20.7,0,316.01,0
87.81,purchase,1216,0,18,13.84,23.66,0,232.49,0
177.78,purchase,1168,1,13,8.14,82.5,0,128.7,0
286.97,transfer,2130,1,10,44.53,19.43,0,148.12,0
583.79,withdrawal,1219,0,0,70.99,28.77,0,225.84,0
431.11,payment,1253,2,2,29.78,38.82,0,200.36,0
1094.17,payment,1558,1,12,56.91,11.71,0,384.73,0
1227.82,withdrawal,504,1,2,27.87,34.96,0,196.23,0
1017.94,payment,994,1,0,51.27,25.84,0,190.81,0
1057.03,withdrawal,1986,1,7,33.02,39.97,0,179.67,0
329.9,purchase,2005,0,13,24.94,53.95,0,172.77,0
531.16,payment,790,1,17,16.86,40.22,0,175.33,0
590.41,withdrawal,181,0,23,26.87,40.21,0,137.79,0
287.62,payment,1960,1,15,12.22,55.06,0,275.94,0
650.13,purchase,848,1,23,8.46,34.08,0,241.17,0
556.58,payment,1114,0,6,25.55,72.75,0,236.74,0
97.44,withdrawal,407,2,15,40.92,52.69,0,116.31,0
1024.1,withdrawal,1765,0,0,46.62,22.84,0,304.19,0
4758.04,transfer,828,0,3,37.63,39.25,1,317.41,1
591.45,withdrawal,453,2,15,42.78,27.61,0,477.47,0
420.92,purchase,908,1,7,57.87,57.81,1,309.99,0
1272.67,withdrawal,227,0,13,34.88,32.49,0,519.82,0
1282.39,purchase,1304,0,22,23.25,56.28,1,186.62,0
1039.52,deposit,1613,0,18,40.41,30.41,0,488.82,0
703.46,transfer,574,0,8,15.31,25.41,0,314.35,0
218.05,transfer,563,1,16,60.73,29.2,0,297.26,0
876.89,payment,1260,0,22,14.94,56.09,0,234.09,0
977.09,purchase,1332,1,5,19.27,42.97,0,212.45,0
215.77,transfer,703,2,13,30.01,45.9,0,193.05,0
496.96,transfer,614,2,17,30.49,59.36,0,496.18,0
1028.86,payment,1480,1,15,31.39,43.47,1,230.8,0
883.22,purchase,429,0,11,33.7,62.24,0,316.8,0
723.86,transfer,769,1,10,43.4,42.21,0,346.96,0
684.63,withdrawal,606,1,13,21.35,14.75,0,344.82,1
251.51,payment,1251,1,11,22.96,60.06,0,276.49,0
406.26,deposit,630,0,8,16.56,65.12,0,484.82,0
526.83,payment,2178,0,20,15.07,30.19,0,306.02,0
317.24,payment,1572,2,18,37.06,40.14,0,190.84,0
372.5,purchase,755,0,15,53.82,16.36,0,216.88,0
494.13,purchase,1148,1,4,70.84,32.86,0,119.48,0
1561.52,payment,636,0,12,56.7,18.54,0,289.61,0
340.2,transfer,1046,2,4,21.46,48.72,0,328.33,0
1528.86,purchase,677,0,3,39.11,23.44,0,340.65,0
713.73,purchase,547,0,5,22.63,10.65,0,314.35,0
528.18,transfer,1329,2,3,31.7,49.58,0,234.45,0
1003.1,transfer,627,1,18,25.36,47.35,1,254.01,0
383.44,purchase,633,2,12,17.74,36.19,0,254.34,0
848.11,purchase,1003,1,17,44.5,32.87,0,385.32,0
196.89,purchase,1086,0,23,28.83,11.93,0,97.53,0
227.55,withdrawal,536,0,6,27.52,32.31,0,206.02,0
319.14,payment,1204,1,4,89.94,45.41,0,157.59,0
1376.24,purchase,654,0,3,45.48,47.76,0,570.38,0
2155.38,purchase,466,0,0,68.43,26.44,0,418.34,0
951.52,purchase,821,0,0,44.41,29.65,0,209.92,0
139.21,payment,815,0,14,32.81,28.69,1,131.04,0
176.13,payment,1158,0,16,37.94,13.43,0,148.32,0
901.86,purchase,2167,0,7,14.47,20.64,1,383.05,0
199.66,payment,995,0,12,21.99,44.02,0,117.77,0
349.79,deposit,1233,0,4,68.46,18.42,0,255.82,0
381.83,transfer,401,2,16,69.73,25.12,0,356.0,0
286.74,purchase,1607,1,17,5.86,14.8,1,141.59,0
663.72,purchase,886,1,16,32.87,25.76,0,254.62,0
269.07,transfer,487,0,12,23.36,59.2,1,211.48,0
153.19,payment,1578,0,20,7.65,65.23,0,199.22,0
638.78,withdrawal,905,1,2,28.25,21.21,0,184.18,0
401.68,withdrawal,1459,0,9,3.87,17.91,0,368.77,0
1519.58,transfer,2278,1,1,70.17,21.21,0,456.84,0
272.36,withdrawal,425,1,19,16.51,46.93,0,226.28,0
949.83,deposit,640,0,1,19.66,19.03,1,297.82,0
621.84,transfer,1339,0,10,31.08,21.02,0,257.2,0
356.5,payment,934,0,4,29.2,31.25,0,103.88,0
702.05,transfer,241,2,16,24.49,42.14,0,222.32,0
91.29,transfer,777,0,9,30.3,16.45,0,93.97,0
375.35,payment,839,0,13,8.79,44.39,0,203.58,0
932.7,payment,905,1,23,37.65,23.16,0,251.53,0
876.3,withdrawal,628,0,22,17.07,11.0,0,343.66,0
1267.46,transfer,1796,0,10,38.6,29.82,0,286.21,0
494.85,deposit,401,0,8,21.86,64.05,1,372.91,0
800.31,payment,1119,0,7,8.53,39.81,1,170.71,0
796.46,payment,707,2,16,5.84,39.08,0,431.59,0
1202.1,purchase,682,0,23,32.63,51.21,0,457.06,0
74.58,purchase,1684,0,14,62.31,12.46,0,91.6,0
109.77,payment,817,0,13,15.92,25.7,0,114.46,0
382.42,payment,1122,0,23,11.84,9.29,0,248.92,0
1939.24,payment,1381,0,4,58.02,57.36,0,196.76,0
1810.77,transfer,955,0,1,67.12,18.35,0,210.65,0
6639.14,transfer,1695,1,2,44.23,33.18,1,285.07,1
628.56,payment,461,1,14,13.38,42.41,0,379.36,0
176.11,payment,1154,0,21,10.89,45.14,0,166.58,0
2502.19,transfer,2178,0,5,74.95,41.66,0,406.72,1
